1833,187,1
1829,170,1
1839,237,1
1835,224,1
1821,173,1
1827,172,1
1845,169,1
1835,187,1
1845,274,1
1824,154,1
1831,179,1
1824,165,1
1842,254,1
1824,172,1
1825,157,1
1823,150,1
1825,153,1
1822,161,1
1833,171,1
1835,224,1
1824,165,1
1839,237,1
1821,173,1
1830,170,1
1834,179,1
1828,174,1
1831,179,1
1824,165,1
1832,175,1
1824,160,1
1820,161,1
1834,179,1
1825,157,1
1827,172,1
1828,168,1
1834,166,1
1831,175,1
1832,178,1
1831,179,1
1834,180,1
1825,153,1
1835,187,1
1822,158,1
1831,170,1
1843,266,1
1822,158,1
1824,154,1
366,30,2
365,29,2
362,41,2
360,52,2
365,33,2
364,37,2
365,29,2
358,53,2
362,39,2
365,32,2
355,57,2
358,54,2
355,57,2
359,50,2
354,68,2
364,37,2
180,10,2
367,29,2
179,11,2
179,12,2
366,28,2
366,29,2
368,29,2
361,42,2
179,12,2
360,48,2
359,50,2
360,48,2
361,42,2
366,30,2
362,39,2
367,29,2
360,48,2
366,27,2
368,29,2
364,37,2
364,38,2
353,73,2
355,60,2
182,11,2
358,54,2
364,37,2
368,28,2
354,71,2
362,39,2
372,28,2
355,60,2
179,19,3
179,19,3
366,29,3
181,9,3
179,13,3
179,20,3
179,9,3
364,38,3
182,11,3
179,13,3
179,11,3
179,19,3
182,10,3
179,10,3
364,38,3
182,10,3
365,30,3
181,9,3
179,13,3
364,37,3
181,10,3
179,11,3
179,10,3
179,14,3
179,10,3
179,10,3
179,19,3
179,12,3
179,19,3
179,11,3
179,13,3
179,19,3
179,10,3
181,11,3
179,9,3
179,20,3
182,10,3
179,12,3
179,19,3
182,10,3
179,13,3
179,9,3
182,11,3
182,10,3
183,9,3
182,11,3
179,13,3
47,8,4
46,13,4
48,8,4
48,8,4
48,7,4
46,13,4
48,7,4
46,12,4
46,13,4
46,13,4
45,13,4
48,7,4
47,13,4
47,11,4
45,12,4
47,12,4
48,7,4
46,13,4
98,4,4
48,7,4
48,8,4
48,7,4
46,13,4
46,13,4
47,12,4
47,12,4
47,8,4
47,11,4
47,10,4
47,13,4
46,13,4
47,11,4
46,13,4
47,8,4
46,13,4
48,7,4
48,7,4
48,7,4
47,10,4
46,11,4
46,14,4
47,11,4
46,11,4
47,11,4
48,7,4
47,11,4
98,1,4
94,11,5
94,10,5
131,21,5
94,11,5
94,10,5
131,21,5
95,10,5
94,10,5
96,7,5
98,7,5
95,10,5
122,32,5
94,10,5
94,11,5
95,10,5
96,7,5
95,10,5
131,21,5
122,29,5
96,9,5
98,6,5
131,18,5
94,11,5
98,8,5
96,9,5
98,7,5
95,10,5
128,18,5
98,6,5
98,7,5
96,10,5
130,14,5
131,20,5
98,8,5
96,8,5
132,18,5
122,29,5
97,8,5
122,32,5
