1833,187,1
94,11,1
1831,179,1
46,13,1
95,10,1
46,13,1
1834,179,1
360,48,1
361,42,1
353,73,1
179,20,1
179,19,1
362,39,1
96,9,1
179,19,1
1835,224,1
45,12,1
364,37,1
1822,161,1
47,11,1
98,8,1
1824,160,1
47,8,1
98,7,1
0,48,1
0,18,1
0,18,1
364,38,1
98,8,1
47,10,1
97,8,1
1825,153,1
97,8,1
47,11,1
1822,158,1
47,11,1
365,29,1
181,9,1
48,8,1
48,7,1
1827,172,1
48,7,1
48,7,1
48,8,1
131,18,1
1832,175,1
48,7,1
368,29,1
48,7,1
0,168,1
0,8,1
368,28,1
372,28,1
98,1,1
179,13,1
358,53,1
95,10,1
359,50,1
46,13,1
179,19,1
122,32,1
358,54,1
1835,187,1
1843,266,1
354,71,1
94,10,1
0,155,1
96,7,1
1824,165,1
1824,165,1
179,10,1
47,12,1
96,9,1
179,12,1
47,10,1
1824,165,1
96,9,1
179,13,1
96,10,1
1824,154,1
47,8,1
98,7,1
48,7,1
366,29,1
48,7,1
1828,174,1
366,30,1
98,6,1
182,10,1
132,18,1
182,10,1
0,14,1
0,37,1
1845,169,1
1845,274,1
45,13,1
1842,254,1
354,68,1
1835,224,1
179,19,1
179,19,1
46,13,1
179,12,1
46,11,1
46,11,1
179,13,1
179,13,1
1835,187,1
179,19,1
46,13,1
94,10,1
47,11,1
1825,153,1
179,12,1
94,11,1
362,39,1
364,37,1
179,9,1
96,8,1
179,9,1
0,155,1
362,41,1
362,39,1
1825,157,1
180,10,1
366,28,1
181,10,1
131,21,1
179,10,1
179,11,1
1825,157,1
98,7,1
1828,168,1
131,20,1
182,11,1
131,17,1
1831,170,1
48,7,1
48,7,1
131,21,1
182,11,1
182,10,1
182,10,1
98,4,1
0,35,1
1833,171,1
368,29,1
98,6,1
366,27,1
1827,172,1
181,11,1
1831,175,1
182,11,1
182,11,1
1829,170,1
366,30,1
366,29,1
131,21,1
179,20,1
94,10,1
46,12,1
355,57,1
122,32,1
355,57,1
122,29,1
46,13,1
1839,237,1
179,14,1
360,48,1
179,12,1
360,48,1
95,10,1
122,29,1
355,60,1
1834,180,1
46,14,1
360,52,1
94,11,1
